iter	MultiClass
313	0.0574471708
314	0.05719113746
315	0.05687877907
316	0.05637277839
317	0.05603829857
318	0.0556039671
319	0.05542300535
320	0.0548521118
321	0.05460811997
322	0.05425545106
323	0.05391468589
324	0.05360421492
325	0.05326284246
326	0.05269913619
327	0.05248049409
328	0.05222084771
329	0.05188541596
330	0.05161832199
331	0.05142114194
332	0.05123175722
333	0.05083098329
334	0.05065316797
335	0.05028466312
336	0.05001943506
337	0.04975326096
338	0.04928239869
339	0.04912782429
340	0.04880948172
341	0.04841859156
342	0.04825116062
343	0.04791191607
344	0.04767876542
345	0.04733881062
346	0.04721211984
347	0.04699276503
348	0.04683120623
349	0.04664051476
350	0.04648664785
351	0.0461039348
352	0.04568780696
353	0.04554342378
354	0.04535268508
355	0.04489255556
356	0.04465258145
357	0.04448630309
358	0.04435970299
359	0.04418490482
360	0.04400518863
361	0.04376521398
362	0.04354443364
363	0.04331223723
364	0.04305279057
365	0.0428080306
366	0.04251773889
367	0.04240463588
368	0.04228889708
369	0.04210074621
370	0.04191504464
371	0.04161555075
372	0.04144519741
373	0.04123108668
374	0.0409900605
375	0.04073382336
376	0.04046010643
377	0.04023980967
378	0.04011372886
379	0.03999658031
380	0.03981138699
381	0.03961842006
382	0.03947407463
383	0.03938481847
384	0.0391221616
385	0.03893875046
386	0.03873316617
387	0.03843389073
388	0.03824857693
389	0.03806833193
390	0.03777646519
391	0.03754972989
392	0.03727436851
393	0.03716548706
394	0.0370016228
395	0.03688880727
396	0.03681650907
397	0.03663496374
398	0.03654617132
399	0.03636593037
400	0.03623562728
401	0.03604359399
402	0.03586021221
403	0.03570405966
404	0.03553159155
405	0.03537142425
406	0.03516744122
407	0.03499687528
408	0.03486918855
409	0.0346960255
410	0.03455584087
411	0.03444434604
412	0.03431350243
413	0.03412528046
414	0.03398516802
415	0.03383370326
416	0.03368106601
417	0.03358358747
418	0.03342062347
419	0.03335566283
420	0.03325740471
421	0.03305178608
422	0.03293856087
423	0.03280141994
424	0.03273534598
425	0.03255565186
426	0.03236859372
427	0.03215681014
428	0.03207053092
429	0.03201499395
430	0.03191098211
431	0.03182026902
432	0.03172703553
433	0.03161979148
434	0.03151888235
435	0.03140408131
436	0.0312662107
437	0.03116902598
438	0.03111308333
439	0.0310014273
440	0.03085411358
441	0.03075119981
442	0.03062007765
443	0.03055615163
444	0.03043832628
445	0.03029248524
446	0.03013975244
447	0.03000865819
448	0.02991161028
449	0.02977599354
450	0.02964258238
451	0.02944641066
452	0.02928734713
453	0.02921627927
454	0.0290732228
455	0.02896008358
456	0.02885715258
457	0.02866750681
458	0.02856070844
459	0.0284783346
460	0.0283737067
461	0.02830690363
462	0.0281469858
463	0.027942435
464	0.02782534652
465	0.02770560953
466	0.02760049656
467	0.02747742464
468	0.0273768257
469	0.02725755115
470	0.02715949869
471	0.02703309074
472	0.02694669566
473	0.02676300723
474	0.02663806673
475	0.0264029328
476	0.02635487778
477	0.02629331676
478	0.02615814147
479	0.02607643258
480	0.02589146231
481	0.0257499345
482	0.02558814507
483	0.0255073474
484	0.02540288316
485	0.02529885967
486	0.02520035864
487	0.0251264358
488	0.02500842283
489	0.02490961597
490	0.02479979274
491	0.02474365697
492	0.02464687681
493	0.02458938844
494	0.02453451683
495	0.02446347218
496	0.02439145039
497	0.02430429568
498	0.02427387584
499	0.02419139922
500	0.02404239033
501	0.02397788966
502	0.02385223368
503	0.02373239191
504	0.02365013083
505	0.02352738341
506	0.02343549932
507	0.02330360373
508	0.02318062705
509	0.02307376695
510	0.02299515527
511	0.02288586285
512	0.02280165761
513	0.02274129817
514	0.02265649947
515	0.02261645975
516	0.02251688175
517	0.02245466816
518	0.02236080094
519	0.02229982897
520	0.02221182831
521	0.02216808833
522	0.02207802862
523	0.02204801509
524	0.02193323359
525	0.02188420533
526	0.02180178455
527	0.02171536782
528	0.02161717772
529	0.02155318296
530	0.02148512672
531	0.02143878192
532	0.0213550825
533	0.02130349484
534	0.0212458869
535	0.02117238917
536	0.02113643932
537	0.02107948236
538	0.02097364218
539	0.02091062501
540	0.0208519156
541	0.020781967
542	0.02071549191
543	0.02067425545
544	0.02061414783
545	0.02052980613
546	0.02044094911
547	0.02034756181
548	0.02029059814
549	0.02022641223
550	0.02011193853
551	0.02005487441
552	0.02002392766
553	0.01991444595
554	0.01984967803
555	0.01983040797
556	0.01978839227
557	0.01974582639
558	0.01970783059
559	0.01961239346
560	0.01952936438
561	0.01946610748
562	0.01943230232
563	0.01934183562
564	0.01929711434
565	0.01923339076
566	0.01915548158
567	0.01910683814
568	0.01902607923
569	0.01896233754
570	0.01891243369
571	0.0188558383
572	0.01879629233
573	0.01877239857
574	0.01873194943
575	0.01869856477
576	0.01867144703
577	0.0185992694
578	0.0185322843
579	0.01849478604
580	0.01844997036
581	0.01842665152
582	0.0183764067
583	0.01830403386
584	0.01823588826
585	0.01817225988
586	0.01812363388
587	0.01804239581
588	0.01799428362
589	0.01795957215
590	0.01790278503
591	0.01784702066
592	0.01778200428
593	0.01773711005
594	0.01771605934
595	0.01760468175
596	0.01756039201
597	0.01750054883
598	0.01743167874
599	0.01737317198
600	0.01729354184
601	0.01726666585
602	0.01722100327
603	0.01719060883
604	0.01715660954
605	0.01709812756
606	0.01705222268
607	0.01701075361
608	0.01693140985
609	0.0169084307
610	0.01687413914
611	0.0168388021
612	0.01681624921
613	0.01679129643
614	0.0167606215
615	0.01669945919
616	0.01666724328
617	0.01663398967
618	0.01661266113
619	0.01653280745
620	0.01648654314
621	0.01641353471
622	0.01638458313
623	0.01636195881
624	0.01633339992
625	0.01629865359
626	0.01627746893
627	0.01624426892
628	0.01621255255
629	0.01617105528
630	0.01610290576
631	0.01600342686
632	0.01597043179
633	0.01590237593
634	0.01586401851
635	0.0157906488
636	0.0157617359
637	0.01574439392
638	0.01571448236
639	0.0156802587
640	0.01566452527
641	0.01561644887
642	0.01555422819
643	0.0155255377
644	0.01547614065
645	0.01541081748
646	0.01534017948
647	0.01530504548
648	0.01523523407
649	0.0151743402
650	0.01513691435
651	0.01509115683
652	0.01504735535
653	0.01502926306
654	0.01500210312
655	0.01496995602
656	0.01494305348
657	0.01485227749
658	0.01479889113
659	0.01475194685
660	0.01470905878
661	0.01463203394
662	0.01460695687
663	0.01458871447
664	0.01454022966
665	0.01451086542
666	0.01444880002
667	0.01439215389
668	0.01436167554
669	0.01434284939
670	0.01431997063
671	0.0142991946
672	0.01425704003
673	0.01419550075
674	0.01415301944
675	0.01408706945
676	0.01400367617
677	0.01392801646
678	0.01389169855
679	0.01385413511
680	0.01381715495
681	0.01379523277
682	0.01374873924
683	0.013705807
684	0.01367616279
685	0.01363521815
686	0.01361408305
687	0.01360166105
688	0.01358855527
689	0.01357870192
690	0.01355561653
691	0.01353050816
692	0.01350676582
693	0.01349227616
694	0.01345289624
695	0.01342125307
696	0.0133972297
697	0.01335819677
698	0.01328915994
699	0.01327625517
700	0.01322704251
701	0.01319448759
702	0.01315137723
703	0.01309519258
704	0.01307975634
705	0.01304268745
706	0.01301631711
707	0.01297849587
708	0.01294737158
709	0.01292087166
710	0.01290791364
711	0.01285612371
712	0.01282341788
713	0.01280479247
714	0.01274821682
715	0.01273473682
716	0.01269569163
717	0.01265824013
718	0.01261013455
719	0.01258123822
720	0.01255678939
721	0.01252628976
722	0.0124832063
723	0.01243896569
724	0.012390389
725	0.01234284145
726	0.01231214767
727	0.01227836432
728	0.01225103838
729	0.01220571362
730	0.01217730756
731	0.01213738155
732	0.01212145292
733	0.01209407829
734	0.01204566313
735	0.01203147197
736	0.01201461593
737	0.01198186788
738	0.01194679722
739	0.01193071166
740	0.0118962069
741	0.01187519118
742	0.01186609995
743	0.01184051619
744	0.01181596179
745	0.01179822988
746	0.01179207633
747	0.01178290102
748	0.01175540436
749	0.01173028971
750	0.01169700343
751	0.01168774778
752	0.01165693993
753	0.01163332333
754	0.0116080984
755	0.01158076746
756	0.01155088681
757	0.01153132424
758	0.01150147543
759	0.01147288208
760	0.01144847225
761	0.01141430911
762	0.01138660556
763	0.0113690673
764	0.01132726739
765	0.01131781021
766	0.01130436886
767	0.01127899181
768	0.01125693839
769	0.01122356369
770	0.01121202724
771	0.0111899115
772	0.01117164055
773	0.01115347991
774	0.01113865791
775	0.01112109633
776	0.01110445509
777	0.01108627004
778	0.01106853893
779	0.01105410642
780	0.01104178176
781	0.0109923237
782	0.01096844914
783	0.0109505808
784	0.01093283553
785	0.01089511008
786	0.01088102371
787	0.01085854095
788	0.01084591102
789	0.01082672207
790	0.01080596058
791	0.0107943921
792	0.01075409406
793	0.01073361648
794	0.01071644022
795	0.01069621166
796	0.01065725699
797	0.01064246204
798	0.01063021181
799	0.01061710579
800	0.01058284416
801	0.01055494302
802	0.01054084186
803	0.01050687865
804	0.01049410778
805	0.01047842153
806	0.01046299144
807	0.01041841533
808	0.01040801923
809	0.01039377264
810	0.01038411646
811	0.01036033904
812	0.01031422296
813	0.01030407796
814	0.01026641631
815	0.01024527188
816	0.01022681303
817	0.01021301499
818	0.01019359216
819	0.01018566773
820	0.01016028042
821	0.01013883088
822	0.01012024796
823	0.010084839
824	0.01006730791
825	0.01005204164
826	0.01000745702
827	0.009997434684
828	0.00998559732
829	0.00997748378
830	0.009961684799
831	0.009931568191
832	0.009920750491
833	0.009910620855
834	0.009905055978
835	0.009896748267
836	0.009892508854
837	0.009880103717
838	0.0098486826
839	0.009828747667
840	0.009802540514
841	0.009789463822
842	0.009769399853
843	0.009750356088
844	0.009741191485
845	0.009705044414
846	0.009689920361
847	0.009662114411
848	0.009655636521
849	0.009643192366
850	0.009632075567
851	0.009606958628
852	0.009572286545
853	0.009563912289
854	0.00955535335
855	0.009534991837
856	0.009513020886
857	0.009478936108
858	0.009465599682
859	0.009427256602
860	0.009399075067
861	0.009385383429
862	0.009351220964
863	0.009326796706
864	0.009302527028
865	0.009283092274
866	0.009266278544
867	0.00924749135
868	0.009226613641
869	0.009222024039
870	0.009209276947
871	0.00917434361
872	0.009169611534
873	0.009147818027
874	0.00913744348
875	0.009113060493
876	0.009106070784
877	0.009075635154
878	0.009049176758
879	0.00903157253
880	0.009021433357
881	0.009010253442
882	0.008995879804
883	0.008985432761
884	0.008971701499
885	0.008941656908
886	0.008934329387
887	0.008919279302
888	0.008907837792
889	0.008897690935
890	0.008884562763
891	0.008853359299
892	0.008834089545
893	0.008827056337
894	0.008796391448
895	0.008774152493
896	0.008762201878
897	0.008748991602
898	0.008738945598
899	0.008724021892
900	0.008708313459
901	0.008692086031
902	0.00866712969
903	0.008655778151
904	0.008646293405
905	0.008630209007
906	0.008619724342
907	0.00860719611
908	0.008600585651
909	0.008577647033
910	0.008574254516
911	0.00855347183
912	0.008528777317
913	0.008513789996
914	0.008503998875
915	0.008484814857
916	0.008475267382
917	0.008462797043
918	0.008454911761
919	0.008439890297
920	0.008434893506
921	0.008427099682
922	0.008409525482
923	0.008394456908
924	0.00838409055
925	0.008374645372
926	0.008350268255
927	0.008342970003
928	0.008333207447
929	0.008313551441
930	0.008304557083
931	0.008292109737
932	0.008283074494
933	0.008276791508
934	0.008247064975
935	0.008242650909
936	0.008229628909
937	0.008218688081
938	0.008213486477
939	0.008206091846
940	0.008195286553
941	0.008189231596
942	0.00817920098
943	0.008158644613
944	0.008147153852
945	0.008129148686
946	0.008121144744
947	0.008114623783
948	0.008106985008
949	0.008083866662
950	0.008079185686
951	0.008072769678
952	0.00806067803
953	0.008049979568
954	0.008039651722
955	0.008034297343
956	0.008022923905
957	0.008013090158
958	0.007999834282
959	0.007982641753
960	0.007969346948
961	0.007955589457
962	0.007946045219
963	0.007923680104
964	0.007914007555
965	0.007908273901
966	0.007899519373
967	0.007868527516
968	0.007850804394
969	0.007836254292
970	0.007825097503
971	0.007807789206
972	0.007794002592
973	0.007760576781
974	0.007746956491
975	0.007744387576
976	0.007735203807
977	0.007729954705
978	0.007717104874
979	0.007703144674
980	0.007685532079
981	0.007677770676
982	0.007663365008
983	0.00765433812
984	0.00764675934
985	0.007636861441
986	0.007625185006
987	0.00761243916
988	0.007602629154
989	0.007591180381
990	0.007575276343
991	0.007567937798
992	0.007549276484
993	0.007534767094
994	0.007522655997
995	0.007511873379
996	0.00749465096
997	0.007483224718
998	0.007474055468
999	0.007468377452
0.006929905096
999	0.006923819418
3
968	0.001971677014
969	0.00197016208
970	0.001968486785
971	0.00196793898
972	0.001962782788
973	0.001955429493
974	0.001952539627
975	0.001949605009
976	0.001944875697
977	0.001940435837
978	0.001938946492
979	0.001936748366
980	0.001933710179
981	0.001933045276
982	0.001928451015
983	0.001924365699
984	0.001922010579
985	0.001921241812
986	0.001919609715
987	0.001918635403
988	0.001916243472
989	0.001914345164
990	0.001910736675
991	0.00190575928
992	0.001904077227
993	0.001902536002
994	0.001901768683
995	0.00189880808
996	0.001895669533
997	0.001892578414
998	0.00189026753
999	0.001888302643
